entity_name,text_emb
2017年3月,"-0.10330065,-0.05090058,0.09871357,0.06755836,0.03646419,0.03727936,0.01175841,0.03844120,0.05458271,0.07273743,-0.00589564,-0.05383346,0.06537175,-0.06839064,-0.09662713,-0.01456307,0.13427180,0.03158942,-0.13953781,-0.03397738,-0.07316640,0.12125131,-0.07239883,-0.03912489,-0.00387394,0.04578725,0.02362508,0.03721976,-0.01827029,-0.04336850,0.01282540,-0.02225039,-0.00352938,0.08311629,-0.03804089,0.03034152,0.00244631,0.04815298,-0.03882483,0.10660616,0.00551690,0.10340650,-0.01744284,-0.10000757,-0.10619710,0.16249396,0.08368147,0.10059237,-0.01287757,-0.01444685,0.06810667,0.57198822,-0.02231759,0.11076938,-0.12562385,-0.07239876,-0.05970611,0.01966083,-0.04543465,0.04050409,0.01047427,-0.02586482,0.01078862,-0.05541234,0.01260567,0.02074657,-0.02048612,-0.17611267,-0.00009157,-0.03744314,0.04610012,-0.04230891,0.06024161,0.01448509,0.02826273,0.02572477,-0.08715806,-0.12049920,0.04029556,-0.25786421,-0.02441935,-0.03231364,-0.09486916,-0.02675415,-0.10842440,0.03266767,-0.00242653,-0.16491275,0.08330156,0.02956237,0.03692843,-0.08408268,-0.13695346,-0.03558840,-0.01287734,0.06222050,0.02682748,0.09066424,-0.06392483,0.13588041,0.00042886,-0.06759280,0.06161371,-0.12617008,-0.01636401,-0.02631992,0.02610632,0.09386940,-0.00150059,0.08636489,0.03176003,-0.00640973,0.13931030,0.10312738,0.02673707,-0.11069810,0.03967467,0.14025323,-0.01693307,-0.01175996,0.04189507,0.08973824,-0.01159825,-0.02902911,-0.02339431,-0.09990069,-0.01537807,-0.03918824"
北京市市政四建设工程有限责任公司,"-0.04178856,0.01830672,0.11390482,-0.07173678,0.13303556,-0.07677908,0.15578343,0.15894637,-0.00900077,0.05152473,0.01312845,0.10390171,-0.02588794,-0.03902416,0.06763607,-0.02532764,0.02001117,0.03740757,-0.02983183,-0.09080395,0.06823671,0.01657224,0.06434529,0.10804792,-0.02170990,-0.05628100,0.09300287,0.06377769,-0.05679881,0.03565784,-0.08937591,-0.03897544,-0.18620551,0.05529859,-0.01508713,0.06352927,0.05767038,0.03110562,0.06847672,-0.06040716,0.03299913,0.04395901,-0.11371893,0.01609605,-0.09088138,-0.01783001,-0.00290989,0.04897348,-0.09962411,0.03118383,0.01550181,0.57053065,0.00212407,-0.04101560,-0.01201348,0.14063959,-0.05993833,-0.03617115,0.09898161,-0.02254182,-0.03366930,-0.07177711,0.04617510,0.08577252,0.04366505,0.01820196,-0.04735611,-0.03618691,0.07920974,-0.17447449,0.04892850,0.00777303,0.02921325,0.08481944,0.09042802,-0.15194316,0.02692177,0.08450834,-0.00995389,-0.08042908,0.10816445,-0.04371834,0.00014746,-0.11597351,-0.03043456,-0.13104711,0.15981574,-0.06505882,0.01641444,0.01067067,0.03826436,0.02582924,-0.09549733,-0.05555356,-0.04122627,0.07800541,0.07039637,-0.14056733,-0.05431967,-0.07055442,-0.07443176,-0.08381619,0.00875604,-0.02479510,0.08573246,0.02657567,-0.07722542,0.03010440,-0.00108917,0.03500336,-0.07524998,0.00656084,0.01710074,0.10744165,-0.05203103,-0.01293119,-0.03274978,0.09840187,0.06574571,0.02984563,0.11499819,0.09585465,0.11311227,-0.03160194,0.12641260,0.04295446,-0.04732284,0.04009780"
22.42米,"-0.08181246,0.06029299,-0.00699287,0.09990595,0.09353138,-0.05473071,0.01680962,0.02480066,0.07087786,-0.08688374,0.07983541,0.08922787,-0.00756515,0.02124334,-0.09210252,-0.15330054,-0.04753952,-0.00557566,-0.12505358,0.12170158,-0.00426551,0.01111933,-0.05729268,0.05153286,0.01122306,-0.00679374,-0.05543512,-0.04747314,0.02311109,0.08636408,-0.04262562,0.04180560,0.00277662,0.04622239,-0.11652839,0.16333726,0.14125736,-0.07431868,-0.01641719,-0.00763666,-0.05322421,0.07107721,-0.10110489,0.06580102,-0.18809028,0.05542916,0.06380382,0.06030165,-0.17024393,0.03727131,0.00470265,0.50897229,0.02612118,0.15616941,-0.02516315,-0.02969473,0.08716759,0.01536934,-0.14897451,0.08092211,0.00616474,-0.01821705,-0.03593436,-0.03472833,-0.02912169,-0.04228351,0.10053656,-0.02310791,0.06423479,-0.06890196,-0.00882012,0.06725018,0.08232642,-0.10976242,0.05196031,0.08920310,0.02103436,-0.01216124,0.04622393,-0.12325049,0.03175368,0.03632620,-0.10902762,-0.09488542,-0.07018172,0.09174459,0.12443459,0.02848793,0.03301416,0.06374006,-0.00797977,-0.08556572,-0.02726944,0.04072107,0.01391627,0.01243349,-0.04521338,0.03610532,-0.17005011,-0.01583158,0.06075827,-0.07125403,-0.04064284,-0.12898031,-0.05783673,0.01400541,-0.07709885,-0.03701187,0.08506256,0.10246035,-0.10570022,-0.10327866,0.00787115,0.11402600,-0.03010987,-0.01942180,-0.02619891,0.24726366,-0.04093944,-0.05095324,0.01856217,-0.01008459,0.04871920,-0.04280406,-0.03334209,0.08055522,0.07957532,0.09010129"
苏州地铁2号线尹山湖中路站~邀湖路站区间联络通道,"0.00025506,0.01979047,-0.02191156,-0.01232575,0.13474822,-0.09829620,0.00380055,0.03247774,-0.01720986,0.05983346,0.00053550,0.04948051,0.02525254,-0.01742614,-0.06270245,0.00941526,0.06559303,0.03245172,-0.03124334,-0.06098633,-0.02576248,0.01648751,-0.19601047,0.09620590,-0.03243753,-0.01649648,-0.07670210,-0.00129973,-0.01405103,-0.01960410,-0.02198165,0.03138842,0.03493895,0.13741474,-0.06201937,0.03812905,-0.01645825,-0.03293118,0.00643094,0.08003635,-0.03288398,0.05429518,-0.10831591,-0.06601912,-0.07222158,0.10350170,-0.02684152,0.04206272,-0.04784132,0.00893565,0.00931029,0.71701884,0.03131006,0.02779814,-0.10670600,-0.00202350,0.02521220,0.02893087,-0.03276158,0.09272789,0.00014707,-0.15840176,0.05960765,-0.07201459,-0.00213097,-0.11581879,-0.00462675,-0.03617261,0.03405767,0.02875015,0.12447552,0.00795335,-0.05772163,0.06153784,-0.00079951,-0.04429955,0.04515066,0.01113425,0.07170139,-0.00222201,-0.00459519,-0.09361415,0.01008564,0.00769763,0.04581039,-0.00007092,0.02046279,-0.13245232,0.03181152,-0.05642607,-0.10547759,-0.03313021,0.07381935,0.04295907,0.07710531,0.02206936,0.05254228,0.00258909,-0.03390931,0.07391939,0.00735833,0.02251870,-0.12217619,-0.01081154,0.00806549,0.08672266,0.07029473,0.02800735,0.03098798,0.12842591,-0.06912540,0.03947342,0.10835256,0.04760286,-0.06137506,0.10949835,-0.05446419,0.10405897,0.09238108,0.08640853,0.02369726,0.05221475,0.01456807,-0.01146836,0.03962554,0.02032121,0.08574723,0.04467898"
天津第一市政公路工程有限公司,"-0.02900649,0.01929494,0.08985413,-0.01210715,0.09125178,-0.04508403,0.14839277,0.12463593,-0.06219484,0.06674050,0.01596858,0.03709609,0.02552787,0.03329221,0.14673896,-0.01782938,0.01622236,-0.02640234,-0.15286051,-0.08993159,0.02091949,0.06882729,-0.04823217,0.08410040,-0.00830654,0.00989755,-0.03335965,0.06652719,-0.03403186,0.06507031,0.02286500,-0.02145052,-0.17752777,0.05006480,-0.07771032,0.08961643,0.10409092,0.01084133,0.04854589,-0.01076586,0.00774484,0.05842112,-0.15051524,0.00548708,-0.15234317,0.01745360,0.00520892,0.09245682,-0.07802929,0.05408122,0.03171136,0.60566819,-0.04585358,0.03495364,-0.04380301,0.12801285,-0.07740431,-0.00066358,0.10663856,0.05952340,-0.07414724,-0.05741352,0.02616902,0.03465663,-0.02857266,-0.09608780,-0.04769118,-0.14975716,0.05753015,-0.07074727,0.04818224,0.03393031,0.02627732,0.08305128,0.00113952,-0.10794834,0.01314628,0.05189366,0.08765658,-0.07664295,0.06092492,-0.05973754,0.04743819,-0.14207701,-0.04158780,-0.21100506,0.07947472,-0.10090968,0.11098876,-0.03782119,0.02077078,-0.02954258,-0.01825708,-0.09499101,0.02197773,0.05223155,0.06913590,-0.05377497,-0.10183339,0.04963584,0.01759494,-0.05704324,-0.03438775,0.02877980,0.01099363,0.02587984,-0.02249473,0.06180345,-0.02988131,0.02435932,-0.13457666,-0.02597260,0.01017479,0.07313942,-0.02077190,0.02073007,-0.04101285,-0.00804281,0.04046671,-0.00885719,0.13185495,-0.00630157,0.06761666,-0.08306004,0.06948586,0.02766268,-0.04243064,0.01888407"
10号冻结段,"0.01616068,-0.02415324,-0.02897351,0.04702571,0.01668008,-0.08094069,-0.01611639,-0.02526989,-0.04448314,-0.11779857,-0.00421091,0.09298887,0.11514921,-0.01723470,0.02276911,0.04240348,-0.10306696,0.13187201,-0.04465494,0.10753788,0.01826376,0.02630542,-0.05784607,0.06910404,-0.06864937,-0.02879695,-0.09670579,-0.01146155,0.00597927,0.11008751,0.09035177,-0.02094987,-0.11228044,-0.06737636,-0.13641170,-0.00626470,0.04568630,-0.07944944,-0.06214200,-0.01032019,0.03332108,0.04449608,-0.10085703,0.00216600,0.00948403,-0.06520794,-0.00352140,0.01607838,-0.07347257,0.06950721,-0.06321568,0.68591201,-0.01806844,0.13769294,-0.05434193,0.12715243,0.01152221,0.05134280,0.01107821,0.01076228,0.08594127,-0.03912089,0.01015359,0.01097956,-0.01683232,0.01638174,0.02702852,0.00727561,-0.07030036,0.00174391,0.03797827,0.06523338,0.00677428,0.01811349,-0.13020617,0.07660237,0.13265352,0.15623006,-0.10789771,-0.02179160,-0.01487255,0.01530660,0.00468917,-0.01134525,-0.01063103,-0.02013479,-0.02861977,-0.02870343,0.13750680,0.00822118,-0.08658670,0.01339620,-0.05294251,-0.02664528,0.03920794,-0.04460806,0.09936531,-0.04427852,-0.00342548,0.08621604,0.08098219,0.02635670,0.03219858,-0.05300208,0.08304593,0.04363331,-0.08462027,-0.09939465,-0.02418897,-0.09816997,0.11609475,-0.07851873,0.02306452,-0.00272675,0.05244708,0.01416985,0.13920166,0.02104283,0.04851444,-0.01960174,-0.00524968,0.02520826,0.08266045,-0.09007247,0.04393164,0.05541823,-0.04093203,0.00363728"
武汉地铁集团,"-0.01498971,0.00906372,0.04511357,0.10611007,0.07344775,-0.08734529,0.12107623,0.04221226,-0.01018516,0.01324898,-0.06630598,0.05503260,-0.02786397,-0.03241294,0.09714438,-0.05488252,0.02462778,0.04638620,0.05229561,-0.06685436,-0.13947417,0.00061987,-0.05952301,0.06223992,-0.05296175,0.02657599,-0.03944205,-0.03271474,-0.03846796,0.03420159,0.01991064,-0.13051419,-0.19465314,0.05393292,-0.06217683,0.05253156,0.01522640,-0.07427149,0.16628990,0.05886519,-0.05783578,0.04776806,-0.21690583,0.01075011,-0.17340191,0.04609373,0.03441400,0.04882719,-0.15213379,0.01649399,0.01231858,0.41838458,-0.01050770,0.09689469,-0.10152288,0.04740424,0.14396578,-0.00290931,-0.01644792,-0.00765686,0.00508810,0.03564132,0.09956472,-0.03074446,-0.00724876,-0.06036456,-0.05137318,-0.01226180,-0.09391472,-0.06243090,0.15786348,0.08954779,-0.00879355,0.07618806,0.02668499,-0.08450004,0.08144879,0.15686473,-0.04309305,0.01853862,0.01833160,-0.11120692,0.06565879,-0.08677139,-0.04648141,-0.03600150,0.10411082,-0.08340155,0.07130731,-0.04404667,0.04125603,0.08017759,-0.02174690,-0.09514684,0.02338834,-0.00438116,0.03967243,-0.24971588,-0.01679083,0.00219730,-0.04663866,-0.07190964,-0.02519185,-0.00992159,0.11468956,0.02252288,-0.11104061,-0.01149267,0.05187540,0.08907603,-0.16287112,0.04821623,0.12837316,0.06178492,0.04437947,-0.06887168,-0.06667896,0.05040943,-0.05726472,0.16471945,0.04788082,0.04759426,0.13223648,-0.10827446,0.16991739,-0.07491133,-0.01253832,0.06402747"
17.795,"-0.02868690,0.02446208,0.02907588,-0.02895134,0.04174354,-0.06312685,0.16364430,0.02760639,-0.02356446,-0.00934309,-0.00453955,0.11276060,-0.00712361,-0.09198700,-0.09846758,-0.07378570,0.07414287,-0.03269476,-0.12585424,-0.04343856,-0.02572870,-0.04152127,-0.04317806,0.09925210,-0.04228051,-0.06175623,-0.02135156,-0.02653775,0.03426939,0.01959747,0.07512326,-0.00791607,-0.11656302,0.01557285,-0.04683097,0.05460516,0.13691069,-0.09893443,-0.01488603,-0.02992029,-0.04104662,-0.00828920,-0.19522040,0.07387920,-0.14169784,-0.01952251,0.16275641,0.06106664,-0.20076969,0.15749022,-0.03065458,0.55387747,-0.01233366,0.04663208,0.00977407,-0.02340559,0.02096549,0.07483122,-0.01342302,0.10955343,-0.06249412,-0.08017521,-0.01782770,-0.03244621,-0.08124862,0.11910092,-0.01736132,0.06334078,0.07185766,0.00996470,0.06143912,0.13269478,0.08979728,0.04762979,0.00291652,-0.01746004,0.02081358,0.02607075,0.01134512,-0.12463614,-0.03529998,0.00834690,-0.05267632,-0.02595140,0.02739976,0.10724126,0.14824039,-0.05193029,-0.03503217,-0.01649963,0.05396798,0.07005884,-0.14584896,0.06809274,-0.00872452,0.00383761,0.01159878,0.10622391,-0.09733908,0.04767935,-0.00221809,-0.05656448,0.05870416,-0.04668742,0.04110520,0.04969405,-0.18361452,-0.13816847,0.03816736,0.07496947,-0.12320764,0.07353807,-0.04011941,0.07102736,-0.00857619,0.00688514,-0.07850996,0.08149926,0.10153038,0.01746375,0.08366261,0.02519485,-0.04339729,-0.06423451,-0.05770927,-0.03048561,-0.04798469,0.02436472"
亚洲,"0.12531288,0.03032703,0.09649711,0.06561263,-0.02232208,0.02842663,0.16153456,-0.02187477,0.01243275,0.09937098,-0.02359930,-0.02968099,-0.01790352,0.03503205,-0.01926182,-0.01752915,0.01349170,-0.03744551,0.10051890,-0.00071655,-0.04444815,0.06334722,0.02055733,-0.07544433,0.01803768,0.06304968,0.01797409,0.00084330,-0.02592731,-0.00591851,-0.15678366,0.02513950,-0.04622551,0.05499225,-0.02263046,0.13716394,-0.04974627,0.01355607,-0.02287530,0.10271222,0.04956666,0.05432823,-0.14899619,-0.13227339,-0.02340680,-0.00367132,-0.03732776,0.06965443,-0.02367944,-0.11033750,-0.00295271,0.42380846,0.02427776,-0.04276887,-0.04935997,0.01607303,0.01787314,0.07009645,0.03525161,0.13120653,-0.20469172,-0.08764050,-0.03365640,0.05972878,-0.04252899,0.10030067,0.03737899,0.00089710,-0.14944571,-0.19168305,0.15481392,0.07335628,0.02745306,-0.09190764,0.11508466,0.14398725,0.08910491,-0.04186419,0.02189161,-0.04027938,-0.00455415,-0.10168510,-0.15566453,-0.12660183,-0.07124063,-0.01820494,0.10874783,-0.06934392,0.17733088,0.00297512,0.06000905,-0.05943954,-0.15243576,0.02050306,-0.00854301,0.00175250,0.10504451,-0.08426537,-0.21865730,-0.03043254,-0.14620766,-0.05686082,0.06720003,0.07061882,-0.06839517,-0.04205691,-0.11762702,0.06437220,0.04481552,-0.00981420,-0.02260427,-0.10339576,0.02191088,0.04672353,0.06193999,0.00534214,-0.15933725,0.04702396,0.05243242,-0.05820086,0.07666233,-0.07338332,-0.08210777,0.02143515,0.09150004,-0.06860388,0.06551895,0.04263150"
2018年4月至2018年10月,"-0.04681074,0.02980569,0.02569453,0.00431284,-0.00026216,-0.16247253,0.00965519,0.19285794,0.02114208,-0.10885511,-0.00164041,-0.02362065,0.01715015,-0.16824700,0.05270048,0.12646013,0.05910509,0.11260467,0.00107106,-0.07489955,-0.07458392,-0.02535893,-0.05752390,0.10399275,-0.07273600,-0.01843582,0.13077401,0.03060870,0.00270222,0.03645708,0.13075009,-0.09247376,-0.15642987,0.01311665,-0.06974142,0.10622064,0.05553766,-0.00728727,0.05046127,0.10536439,0.16578397,0.09360985,0.14282942,0.03939456,-0.08162269,0.04498811,-0.05702147,-0.01924302,-0.08791383,0.05080111,0.01778790,0.27714226,-0.00702289,0.08645397,-0.03897911,0.13422392,0.07238173,0.10283851,-0.05507450,0.19452249,-0.01093543,-0.11799228,0.00038318,0.02717171,0.05990277,-0.02618457,-0.04413180,-0.04851082,0.08532074,-0.06656218,-0.05458221,0.20180407,0.00169233,-0.03078798,0.08889181,-0.11131819,0.06302616,0.05116881,0.06843226,-0.20022433,0.07057910,0.00284321,-0.01917294,0.04671537,-0.13456686,0.03073984,-0.03800914,-0.08368030,0.05859192,0.05122680,-0.07250468,0.01796464,-0.17401047,-0.10075035,-0.07000395,0.09356708,0.10022590,-0.06401796,0.04251308,0.04037553,-0.09906534,-0.01102247,-0.00753798,-0.13869800,0.10066298,-0.01078409,0.14997087,0.10394075,0.05383649,0.07110593,0.00772735,-0.03072309,0.17781255,0.15771799,-0.01201995,-0.02744010,0.05338646,-0.00110017,0.06423872,0.00687555,-0.04874593,0.04557221,0.03826324,-0.11287443,-0.09044409,-0.08397169,0.12664725,-0.12043966"
中铁一局,"0.05988501,0.11263061,0.11650240,0.00743070,0.11561079,-0.12581271,0.11242672,-0.03249119,-0.03944286,0.13673113,-0.04202026,0.09486044,-0.04084493,-0.03108360,0.05669518,-0.05982308,-0.00790032,0.00616010,-0.08596855,0.01347363,-0.01340693,-0.06149125,-0.15826985,0.03666772,0.00852116,0.04961563,-0.05966691,-0.02891892,0.02594141,0.04443080,0.00288789,0.00495159,-0.14401104,0.10801318,-0.08912638,0.04374521,0.00396685,-0.00153768,0.09871553,0.04894044,-0.05352330,0.12720820,-0.13751790,0.01536497,-0.03716231,0.07272561,-0.01474325,0.06835275,-0.11773957,0.10164487,-0.06058526,0.57383317,0.04033038,0.07510428,-0.11421500,0.04524168,0.08762860,0.03590512,0.03056475,0.11951613,0.01347477,-0.06348202,0.08522058,0.06258339,-0.05507179,-0.07138951,0.03065480,-0.08530514,-0.00723028,-0.04090905,0.01221537,0.09564441,0.04590012,-0.01201103,0.00151232,-0.12569487,-0.04687879,0.01382571,-0.08911241,0.00287678,0.02404958,-0.05210991,0.06610349,-0.19004922,-0.05280810,-0.12257745,0.01679508,-0.14296733,0.13324942,-0.09218815,-0.01818841,-0.00951171,-0.02495912,-0.04065737,-0.00149529,0.07242747,0.05286037,-0.04439060,-0.04086625,0.03429991,-0.09249170,-0.01067127,-0.00990861,0.01091421,0.09048119,-0.00033181,-0.13396657,0.01954941,0.01375247,0.08614549,-0.01505415,0.07226904,0.12075011,0.08007318,0.03548332,-0.05154494,-0.06360820,-0.05158482,0.05097760,0.00102543,0.06833645,-0.00273221,0.08753887,-0.10071759,0.09429310,0.05649493,-0.08142326,0.11003298"
未提及,"-0.03452095,0.00621354,0.01881276,0.01271835,0.00490479,-0.14877012,0.09488753,0.07253525,0.00049964,0.13205405,-0.08918421,0.09564526,0.08311880,-0.04676175,-0.16070752,-0.07052829,-0.06281596,0.04188299,-0.11892459,-0.01858244,0.04379319,-0.12945817,-0.04261017,0.08877762,0.05928118,0.03535621,-0.04577300,0.02970552,-0.02230078,0.00358351,0.12350166,0.05579089,-0.03993198,0.05516724,0.01169166,0.04933622,0.00818390,-0.04577179,0.03463623,-0.03056282,-0.01727718,0.00291298,-0.05127686,-0.00685089,-0.06252461,0.03784163,0.11128296,0.12060539,0.02185586,0.03928307,-0.09301304,0.72080708,0.06224845,0.07517357,-0.07397214,0.06908563,0.03490314,0.05156412,0.10947113,-0.03063971,0.04404635,-0.02033316,0.05181221,-0.11654484,-0.02991867,0.02813055,0.01877325,-0.01766183,-0.01589147,-0.03634818,0.03425282,-0.00617360,0.00900844,0.07472569,-0.03121303,0.08364839,-0.03949341,-0.03530494,0.01426019,-0.02341961,-0.03925847,0.03293543,0.08945286,-0.03279067,-0.05789527,-0.00266943,0.01092987,-0.04583967,0.11927773,-0.04015905,0.00283750,-0.01245046,-0.06715276,0.11005465,-0.03306121,-0.03281969,0.09374416,0.08353051,-0.04806546,0.03284172,-0.01372667,0.02414126,0.04567264,-0.01404918,0.08437245,-0.02319933,-0.11567577,0.00636789,-0.05916870,0.02390261,-0.05963864,0.01226711,0.03906873,0.08814599,-0.01083315,-0.02367770,-0.10588155,0.02960516,0.07261636,0.06962398,0.06510329,-0.00773435,0.03774807,-0.05576610,-0.06367353,-0.03334325,-0.03732885,0.08355454"
昆明轨道交通2号线二期工程盘龙村站区间洞门加固工程冻结加固工程,"-0.05823597,0.01047837,0.00081442,0.11998722,0.01286577,-0.12231363,-0.08001381,0.00543337,0.06992500,-0.03279186,0.06188985,0.10198244,0.03553218,0.01811249,-0.05471488,0.07913467,-0.03614362,-0.01296624,-0.03896664,0.05613511,-0.00061614,-0.01159105,-0.08756062,0.01899249,-0.05411701,-0.05910951,-0.01664417,-0.06048443,-0.15616632,0.09421901,-0.07992288,-0.01859293,-0.16342014,-0.00308311,-0.10251550,0.00886098,0.03105472,-0.09930920,0.05082055,0.00019674,-0.07337508,-0.00313387,-0.15269476,-0.05189039,0.00779418,0.06681027,0.07796372,0.02939443,-0.05604435,0.19328107,-0.06567416,0.65514082,-0.10225117,0.06585141,-0.03105672,0.01810632,-0.10504435,0.05518495,-0.02861271,0.10817388,0.06073837,0.03601546,-0.01374354,-0.03740151,0.04305802,-0.09586080,-0.03002487,-0.09581845,-0.05893376,0.09016240,0.13663457,-0.02350426,-0.05030588,-0.02413830,0.01873565,-0.07941154,0.01340250,0.11296920,-0.00127786,-0.01304833,-0.04981047,-0.10120507,-0.00358071,-0.03507270,-0.01695644,-0.06070210,-0.03971660,-0.05446765,0.03494288,-0.06341917,-0.08099775,-0.01062817,-0.00293282,-0.04814793,-0.01273876,0.06443076,0.14842661,-0.08367812,-0.04530336,0.14483836,0.00708005,-0.05903834,-0.15389456,-0.06148763,0.01696177,0.01954651,-0.05171815,-0.05784170,0.04602487,0.06108883,-0.02483014,-0.01229914,0.06869251,-0.01505859,-0.01495885,-0.04991416,-0.01190097,0.07017382,-0.03649595,-0.03660358,-0.00733749,0.01335276,-0.01471153,-0.00364069,-0.02977314,-0.04035279,0.03316196,0.12750559"
济南轨道交通R3线六标段盾构区间联络通道,"-0.01939874,0.04440284,0.04360306,-0.02062033,0.11814188,-0.04333341,0.04807682,-0.08051816,-0.06150553,-0.02408152,0.02842403,0.14545055,-0.01670182,0.07582605,0.02796391,-0.04198001,0.09990917,-0.05021552,-0.00622459,-0.02502218,0.05039512,0.01940666,-0.16094692,0.08946137,-0.00790925,0.00875762,-0.03968034,0.04183315,0.02095009,0.03475970,-0.01652721,-0.03949810,-0.19871679,0.05480301,-0.07366534,-0.03635999,0.01397486,-0.01862597,0.13217813,0.04828972,0.00370754,0.03634771,-0.10494239,0.01647232,-0.05750408,0.07762424,-0.00393163,0.01053407,-0.15201439,0.06453037,-0.01366533,0.68610805,-0.07862507,0.00022332,-0.13161029,-0.02460442,-0.01069260,0.00432179,0.00287570,0.06656395,0.00197464,0.01070454,-0.04663759,-0.08096922,0.00709708,-0.06214175,0.02181313,0.00517849,-0.01055118,-0.05701689,0.09079504,0.08259346,-0.07907083,0.00896310,0.08282745,0.02100215,0.00011751,0.05810376,-0.04152584,-0.03202073,0.03495347,-0.05459562,0.00750542,-0.08871994,-0.05786484,-0.13635907,0.03488411,-0.08736539,-0.03667559,-0.02945179,0.01513794,-0.02393203,-0.02729633,-0.03086328,0.06207788,-0.00744367,0.11823158,-0.01760914,-0.06026459,0.02134687,-0.00946880,-0.03101402,-0.21788974,-0.04184984,-0.00563694,0.04427934,0.06992209,0.01114951,0.07244141,0.10572989,-0.11163080,0.04122869,0.02291832,0.04174392,0.05067691,0.03449814,-0.06073932,0.13213387,0.02331458,0.01423489,0.07652845,0.06350000,0.05085129,-0.06161660,-0.00900701,-0.01047859,-0.04918987,0.06531969"
上海地铁9号线3标商城路~小南门联络通道,"-0.03400536,-0.10290362,-0.11584933,0.02869516,0.02181981,0.01386081,0.05673084,0.12774016,-0.04601983,0.09390384,0.02218812,0.02276045,-0.00529667,0.05577258,0.04016632,0.03109272,0.09661712,0.11573240,0.06046326,-0.02438572,0.01532415,0.00151121,-0.12941277,0.14166848,-0.01292293,0.09508810,-0.05300708,0.00413127,-0.08562575,-0.03270210,-0.06075532,0.00054765,-0.16927452,0.06123754,-0.04156223,0.01362295,-0.00802001,-0.08536579,0.12418970,0.00478853,-0.10693870,0.02909268,-0.11526907,-0.04241531,-0.11071053,0.00237750,-0.02286087,0.01655188,-0.05549215,0.00059611,0.09032756,0.66871458,0.01698110,0.07374787,-0.04994419,0.02578035,0.04663543,0.01026345,-0.01488659,0.13907631,-0.00619009,-0.05695600,0.01679763,-0.03781380,0.06535883,-0.13396531,-0.00861103,-0.06047047,-0.08761965,-0.00178216,0.04404229,0.05627541,-0.05527032,0.16439521,0.00179614,-0.04310933,-0.03243712,0.04559085,0.02980020,-0.11768203,-0.01468742,-0.03216338,0.04761285,-0.02787628,-0.00940175,-0.02967755,0.01844761,-0.11840903,-0.04758038,-0.13287987,-0.04169134,-0.04822470,-0.04884410,0.08021593,0.02173716,-0.05427788,0.12547629,-0.03876354,-0.06606176,0.02218112,0.02513344,-0.07043123,-0.10734039,-0.01383721,0.02275937,0.05660101,0.12960511,-0.02990660,-0.01693266,0.04792989,-0.00848072,0.00215454,0.10683770,0.05892723,0.09020834,-0.08325405,-0.06485109,0.02727824,0.01897727,0.06327492,0.03408768,0.02077624,0.06528196,-0.03203036,-0.02253576,-0.01409080,0.03948734,0.00096652"
上海地铁5号线环城东路～望园路区间3号联络通道,"-0.03102028,0.01810279,-0.06012169,-0.00476941,-0.00579357,-0.02229848,0.06799550,0.06972676,-0.06078773,0.07212322,0.03995247,0.05752552,-0.01765424,0.04436491,0.00766646,0.02733080,0.11228537,0.13589944,0.02584303,-0.03091563,0.03249445,0.02661536,-0.13845418,0.05910260,-0.03919166,-0.02042483,-0.03790530,0.04785038,0.07462171,-0.02929096,-0.06959666,0.04531337,-0.09173608,0.08263227,-0.01993243,0.07146569,0.00754587,-0.01893320,0.00259189,0.07899655,-0.03084023,0.06435721,-0.06287155,-0.10767445,-0.13247941,0.03997016,0.00406183,-0.06812021,-0.08174265,-0.03874156,0.02354012,0.66209006,-0.01312748,0.05457871,-0.06016395,-0.04450559,0.05969116,0.04699707,0.02461606,0.04075501,-0.06468459,-0.10660948,0.09261454,-0.07020888,0.02245941,-0.08663835,-0.03539909,-0.12826069,0.00137123,-0.01345527,0.03603375,0.06210620,-0.03784178,0.04778093,0.04390014,-0.04611972,-0.00911138,0.00719504,0.00656913,-0.05548758,-0.00476865,-0.01707205,0.06427656,-0.04379223,-0.00278541,-0.11133268,0.11033875,-0.12190100,-0.03929090,-0.13367711,-0.06291728,-0.04094802,-0.02346584,0.04102341,0.05674066,-0.03117155,0.19726183,-0.01563605,-0.01000451,-0.00200423,0.04497123,-0.09778690,-0.10299721,-0.11068679,0.11206735,0.08611729,0.09255858,0.07914639,0.01947256,0.09194237,-0.01230831,0.04852059,0.13784203,0.13606146,-0.01704034,-0.03164873,-0.07779976,0.14555761,0.02965528,0.07496384,0.08539808,0.03784916,0.03832993,-0.06661378,-0.01217595,0.01480147,-0.01705809,-0.01407171"
